4864	LHR	MAN	835	935	60
4874	LHR	MAN	1110	1210	60
4868	LHR	MAN	1200	1300	60
4826	LHR	MAN	1455	1555	60
8884	LHR	MUC	730	1015	105
9228	LHR	MUC	925	1215	110
9230	LHR	MUC	1220	1510	110
9232	LHR	MUC	1525	1815	110
905	LHR	JFK	1320	1555	455
979	LHR	JFK	1800	2055	475
907	LHR	EWR	1005	1245	460
4840	LHR	NCE	930	1230	120
9380	LHR	OSL	1010	1315	125
9392	LHR	OSL	1305	1610	125
9382	LHR	OSL	1735	2040	125
4873	LHR	CDG	635	900	85
4852	LHR	CDG	1040	1250	70
4896	LHR	CDG	1215	1425	70
4809	LHR	CDG	1600	1815	75
955	LHR	SFO	900	1200	660
931	LHR	SFO	1445	1740	655
9412	LHR	ARN	645	1010	145
9376	LHR	ARN	1025	1350	145
9398	LHR	ARN	1350	1715	145
9378	LHR	ARN	1800	2125	145
9242	LHR	STR	810	1045	95
9244	LHR	STR	1305	1540	95
4850	LHR	MME	840	945	65
4872	LHR	MME	1600	1705	65
9469	LHR	VIE	1550	1905	135
923	LHR	IAD	800	1130	510
921	LHR	IAD	1140	1510	510
919	LHR	IAD	1300	1555	475
925	LHR	IAD	1635	1930	475
9535	LAX	APW	2045	2645	600
9573	LAX	AKL	1500	4645	765
9545	LAX	AKL	2045	2830	765
9549	LAX	AKL	2130	2915	765
6292	LAX	BFL	900	946	46
6294	LAX	BFL	1108	1154	46
6019	LAX	BFL	1327	1414	47
6296	LAX	BFL	1328	1415	47
6298	LAX	BFL	1605	1649	44
6300	LAX	BFL	2235	2319	44
220	LAX	BWI	910	1702	292
280	LAX	BWI	915	1713	298
238	LAX	BWI	1315	2113	298
282	LAX	BWI	2215	3007	292
176	LAX	BOS	845	1711	326
178	LAX	BOS	1300	2123	323
180	LAX	BOS	2210	3037	327
8348	LAX	YYC	1225	1618	173
8628	LAX	YYC	1430	1823	173
8304	LAX	YYC	1900	2253	173
4779	LAX	CUN	1050	1725	275
6030	LAX	CLD	830	910	40
6250	LAX	CLD	831	910	39
6254	LAX	CLD	1029	1110	41
6034	LAX	CLD	1321	1405	44
6260	LAX	CLD	1325	1409	44
6266	LAX	CLD	1545	1625	40
6036	LAX	CLD	1547	1627	40
6038	LAX	CLD	1805	1845	40
6275	LAX	CLD	2230	2310	40
3060	LAX	CLT	700	1437	277
3061	LAX	CLT	900	1640	280
3062	LAX	CLT	1250	2027	277
3063	LAX	CLT	2330	3057	267
102	LAX	ORD	625	1220	235
54	LAX	ORD	630	1218	228
30	LAX	ORD	700	1255	235
130	LAX	ORD	730	1323	233
104	LAX	ORD	800	1357	237
108	LAX	ORD	900	1454	234
106	LAX	ORD	900	1458	238
118	LAX	ORD	1000	1553	233
658	LAX	ORD	1100	1659	239
110	LAX	ORD	1100	1705	245
112	LAX	ORD	1110	1715	245
114	LAX	ORD	1200	1756	236
206	LAX	ORD	1200	1758	238
816	LAX	ORD	1300	1856	236
116	LAX	ORD	1400	1949	229
120	LAX	ORD	1600	2149	229
122	LAX	ORD	1800	2346	226
124	LAX	ORD	2320	2911	231
126	LAX	ORD	2330	2923	233
1620	LAX	ORD	2350	2943	233
158	LAX	ORD	2359	2945	226
6927	LAX	COS	850	1209	139
5392	LAX	COS	1245	1555	130
6918	LAX	COS	1815	2130	135
5394	LAX	COS	1830	2140	130
360	LAX	DFW	1300	1801	181
492	LAX	DFW	1310	1808	178
788	LAX	DEN	600	910	130
1296	LAX	DEN	605	915	130
1220	LAX	DEN	700	1014	134
1216	LAX	DEN	755	1118	143
1454	LAX	DEN	805	1123	138
1238	LAX	DEN	845	1201	136
310	LAX	DEN	845	1207	142
1486	LAX	DEN	1045	1404	139
1235	LAX	DEN	1110	1430	140
318	LAX	DEN	1120	1440	140
368	LAX	DEN	1255	1611	136
1154	LAX	DEN	1400	1714	134
496	LAX	DEN	1545	1901	136
1103	LAX	DEN	1550	1906	136
326	LAX	DEN	1700	2015	135
296	LAX	DEN	1708	2020	132
504	LAX	DEN	1815	2123	120
1426	LAX	DEN	1945	2300	135
8844	LAX	FRA	1455	3430	635
8900	LAX	FRA	1900	3835	635
6305	LAX	FAT	840	946	66
6081	LAX	FAT	849	954	65
6083	LAX	FAT	1055	1201	66
6307	LAX	FAT	1057	1203	66
6085	LAX	FAT	1250	1355	65
6309	LAX	FAT	1256	1401	65
6311	LAX	FAT	1505	1614	60
6089	LAX	FAT	1550	1646	56
6312	LAX	FAT	1550	1656	66
6315	LAX	FAT	1700	1806	66
6316	LAX	FAT	1815	1921	66
6982	LAX	FAT	2015	2111	56
6917	LAX	FAT	2220	2319	59
4735	LAX	GDL	110	610	180
4793	LAX	GDL	745	1245	180
4737	LAX	GDL	1100	1605	185
4759	LAX	GDL	1815	2315	180
889	LAX	GUA	2255	2844	289
53	LAX	HNL	845	1122	337
55	LAX	HNL	1150	1423	333
63	LAX	HNL	1320	1558	338
65	LAX	HNL	1800	2032	332
6046	LAX	IPL	1250	1351	61
6281	LAX	IPL	1251	1351	60
6286	LAX	IYK	1103	1153	50
6054	LAX	IYK	1106	1156	50
6288	LAX	IYK	1825	1915	50
6058	LAX	IYK	2245	2334	49
45	LAX	OGG	850	1125	335
23	LAX	OGG	1300	1531	331
39	LAX	OGG	1645	1909	324
57	LAX	KOA	1055	1329	334
51	LAX	KOA	1340	1614	334
728	LAX	LAS	655	759	64
714	LAX	LAS	845	951	66
792	LAX	LAS	1245	1356	71
935	LAX	LAS	1600	1705	65
770	LAX	LAS	1805	1909	64
127	LAX	LAS	2220	2330	70
732	LAX	LAS	2220	2332	72
4727	LAX	BJX	105	615	190
31	LAX	LIH	1155	1444	349
956	LAX	LHR	845	3050	845
934	LAX	LHR	1810	3640	630
4741	LAX	MEX	20	600	220
4743	LAX	MEX	700	1230	210
1003	LAX	MEX	1130	1708	218
4745	LAX	MEX	1315	1845	210
4747	LAX	MEX	1620	2150	210
4749	LAX	MEX	2359	2935	216
288	LAX	MIA	1430	2214	284
6907	LAX	MRY	900	1000	60
6470	LAX	MRY	900	1019	79
6472	LAX	MRY	1145	1304	79
6067	LAX	MRY	1150	1309	79
6478	LAX	MRY	1330	1450	80
6483	LAX	MRY	1555	1710	75
6491	LAX	MRY	1815	1933	78
6493	LAX	MRY	2010	2126	76
6075	LAX	MRY	2015	2131	76
6495	LAX	MRY	2225	2345	80
8346	LAX	YUL	1010	1812	302
4785	LAX	MLM	2315	2840	205
8861	LAX	MUC	1625	3645	680
9577	LAX	NAN	2000	2302	690
1694	LAX	MSY	855	1432	217
278	LAX	MSY	1045	1627	222
484	LAX	MSY	1050	1627	217
550	LAX	MSY	1555	2129	214
284	LAX	MSY	1555	2136	221
4	LAX	JFK	700	1507	307
956	LAX	JFK	845	1653	300
904	LAX	JFK	1100	1913	313
10	LAX	JFK	1305	2122	317
28	LAX	JFK	1305	2134	329
12	LAX	JFK	1555	2358	303
14	LAX	JFK	2200	3011	311
80	LAX	EWR	715	1537	322
86	LAX	EWR	1315	2141	326
82	LAX	EWR	1320	2130	310
84	LAX	EWR	2215	3020	305
596	LAX	OAK	650	806	76
6920	LAX	OAK	850	1011	81
6926	LAX	OAK	1410	1530	80
6922	LAX	OAK	1545	1701	76
774	LAX	OAK	1805	1923	78
6955	LAX	OAK	2000	2116	76
6100	LAX	ONT	635	708	33
6344	LAX	ONT	637	710	33
6346	LAX	ONT	845	919	34
6102	LAX	ONT	847	920	33
6348	LAX	ONT	1045	1119	34
6350	LAX	ONT	1305	1341	36
6106	LAX	ONT	1340	1416	36
6354	LAX	ONT	1600	1632	32
6356	LAX	ONT	1800	1830	30
6153	LAX	ONT	1805	1835	30
6099	LAX	ONT	1956	2028	32
6362	LAX	ONT	1958	2030	32
6916	LAX	ONT	2235	2314	39
6253	LAX	SNA	845	916	31
6255	LAX	SNA	1040	1111	31
6257	LAX	SNA	1328	1400	32
6261	LAX	SNA	1800	1828	28
6267	LAX	SNA	2008	2036	28
6265	LAX	SNA	2220	2248	28
278	LAX	MCO	845	1629	284
272	LAX	MCO	845	1636	291
274	LAX	MCO	1315	2055	280
1668	LAX	MCO	2215	2952	277
276	LAX	MCO	2215	3006	291
6366	LAX	OXR	840	911	31
6368	LAX	OXR	1040	1111	31
6119	LAX	OXR	1042	1113	31
6121	LAX	OXR	1550	1622	32
6370	LAX	OXR	1551	1623	32
6372	LAX	OXR	1955	2025	30
6123	LAX	OXR	1956	2026	30
6375	LAX	OXR	2220	2249	29
6157	LAX	PSP	845	929	44
6129	LAX	PSP	850	925	35
6131	LAX	PSP	1108	1155	47
6162	LAX	PSP	1110	1157	47
6168	LAX	PSP	1300	1347	47
6200	LAX	PSP	1505	1552	47
6149	LAX	PSP	1541	1625	44
6137	LAX	PSP	1735	1820	45
6169	LAX	PSP	1740	1825	45
6140	LAX	PSP	1820	1905	45
6191	LAX	PSP	2010	2054	44
6143	LAX	PSP	2015	2059	44
6195	LAX	PSP	2225	2309	44
9581	LAX	PPT	2045	2640	535
94	LAX	PHL	845	1658	313
96	LAX	PHL	1300	2100	300
98	LAX	PHL	2210	3010	300
5396	LAX	PHX	840	1000	80
6931	LAX	PHX	855	1015	80
6933	LAX	PHX	1135	1257	82
6935	LAX	PHX	1325	1446	81
6937	LAX	PHX	1545	1706	81
6939	LAX	PHX	1810	1933	83
6941	LAX	PHX	2220	2340	80
3064	LAX	PIT	715	1441	266
3065	LAX	PIT	1340	2113	273
3066	LAX	PIT	2245	3013	268
1174	LAX	PDX	655	913	138
396	LAX	PDX	1310	1523	133
1484	LAX	PDX	1615	1824	120
1552	LAX	PDX	1815	2023	120
495	LAX	PDX	1815	2028	133
6961	LAX	SMF	735	852	77
1152	LAX	SMF	910	1031	81
6965	LAX	SMF	1245	1410	85
6958	LAX	SMF	1610	1725	75
6966	LAX	SMF	1810	1926	76
6970	LAX	SMF	1956	2112	76
6900	LAX	SLC	750	1035	105
6902	LAX	SLC	1330	1615	105
6904	LAX	SLC	1805	2050	105
6155	LAX	SAN	635	720	45
6283	LAX	SAN	730	815	45
6161	LAX	SAN	815	900	45
6163	LAX	SAN	855	940	45
6167	LAX	SAN	1015	1100	45
6203	LAX	SAN	1105	1150	45
6171	LAX	SAN	1200	1245	45
6173	LAX	SAN	1230	1315	45
6175	LAX	SAN	1300	1345	45
6177	LAX	SAN	1330	1415	45
6179	LAX	SAN	1430	1515	45
6181	LAX	SAN	1530	1615	45
6220	LAX	SAN	1600	1644	44
6183	LAX	SAN	1645	1729	44
6185	LAX	SAN	1730	1814	44
6187	LAX	SAN	1800	1844	44
6189	LAX	SAN	1830	1914	44
6193	LAX	SAN	1930	2014	44
6197	LAX	SAN	2150	2235	45
6199	LAX	SAN	2215	2259	44
6201	LAX	SAN	2240	2325	45
1456	LAX	SFO	639	746	67
33	LAX	SFO	645	758	73
1404	LAX	SFO	645	800	75
1046	LAX	SFO	735	855	80
1406	LAX	SFO	745	900	75
805	LAX	SFO	949	1110	81
1486	LAX	SFO	1000	1117	77
900	LAX	SFO	1040	1157	77
960	LAX	SFO	1045	1158	73
1410	LAX	SFO	1245	1400	75
864	LAX	SFO	1345	1500	75
1416	LAX	SFO	1451	1610	79
1408	LAX	SFO	1455	1609	74
1414	LAX	SFO	1545	1659	74
1463	LAX	SFO	1550	1706	76
888	LAX	SFO	1640	1751	71
498	LAX	SFO	1800	1913	73
1412	LAX	SFO	1800	1914	74
1422	LAX	SFO	1905	2018	73
68	LAX	SFO	2000	2113	73
1420	LAX	SFO	2000	2114	74
1428	LAX	SFO	2020	2134	74
1008	LAX	SFO	2215	2329	74
6976	LAX	SJC	650	808	78
6945	LAX	SJC	1040	1153	73
6949	LAX	SJC	1316	1431	75
6951	LAX	SJC	1555	1704	60
6953	LAX	SJC	1815	1926	71
6957	LAX	SJC	2010	2119	60
4789	LAX	SJD	1145	1500	135
6222	LAX	SBP	747	846	59
6224	LAX	SBP	905	1002	57
6232	LAX	SBP	1245	1340	55
6230	LAX	SBP	1605	1657	52
6234	LAX	SBP	2230	2327	57
865	LAX	SAL	2345	2948	303
6205	LAX	SBA	810	851	41
6207	LAX	SBA	855	937	42
6211	LAX	SBA	1050	1131	41
6219	LAX	SBA	1300	1341	41
6214	LAX	SBA	1535	1612	37
6216	LAX	SBA	1810	1848	38
6218	LAX	SBA	2000	2037	37
6990	LAX	SBA	2230	2312	42
6238	LAX	SMX	905	957	52
6240	LAX	SMX	1100	1150	50
6242	LAX	SMX	1330	1422	52
6245	LAX	SMX	1610	1657	47
6246	LAX	SMX	1825	1915	50
6248	LAX	SMX	2240	2331	51
9265	LAX	GRU	1430	3010	700
38	LAX	SEA	700	933	153
50	LAX	SEA	720	955	155
394	LAX	SEA	855	1129	154
1228	LAX	SEA	1245	1526	161
1028	LAX	SEA	1556	1833	157
286	LAX	SEA	1815	2039	144
1130	LAX	SEA	1815	2043	148
300	LAX	SEA	2000	2233	153
1268	LAX	SEA	2020	2251	151
4663	LAX	ICN	20	2900	760
4661	LAX	ICN	1330	4230	780
6632	LAX	SGU	1320	1555	95
6634	LAX	SGU	2010	2239	89
815	LAX	SYD	2305	3035	870
891	LAX	NRT	1230	3955	685
897	LAX	NRT	1235	3955	680
8231	LAX	NRT	1255	4020	685
8320	LAX	YYZ	800	1540	280
8384	LAX	YYZ	1035	1815	280
8322	LAX	YYZ	1250	2030	280
8336	LAX	YYZ	1400	2136	276
8324	LAX	YYZ	2225	3012	287
6911	LAX	TUS	910	1035	85
6946	LAX	TUS	1100	1225	85
6979	LAX	TUS	1540	1702	82
6981	LAX	TUS	2225	2347	82
8460	LAX	YVR	720	1002	162
8472	LAX	YVR	1205	1447	162
1694	LAX	YVR	1245	1532	167
8456	LAX	YVR	1545	1826	161
8608	LAX	YVR	1710	1952	162
8494	LAX	YVR	1910	2148	158
194	LAX	IAD	620	1407	287
946	LAX	IAD	800	1546	286
192	LAX	IAD	845	1630	285
924	LAX	IAD	930	1719	289
196	LAX	IAD	1200	1959	299
890	LAX	IAD	1245	2031	286
200	LAX	IAD	1545	2336	291
202	LAX	IAD	2210	2951	281
1658	LAX	IAD	2345	3129	284
6270	LAX	YUM	1120	1229	60
6277	LAX	YUM	1335	1446	71
6276	LAX	YUM	2000	2105	65
4785	LAX	ZCL	2315	2805	170
3651	SDF	CLT	750	925	95
3652	SDF	CLT	1020	1155	95
3653	SDF	CLT	1525	1705	100
3654	SDF	CLT	1855	2030	95
5529	SDF	ORD	700	720	80
5527	SDF	ORD	1045	1105	80
5525	SDF	ORD	1340	1400	80
5533	SDF	ORD	1555	1615	80
5523	SDF	ORD	1835	1855	80
8881	LYS	FRA	620	750	90
8891	LYS	FRA	1040	1210	90
9027	LYS	MUC	700	820	80
4696	XYD	CDG	620	834	134
4709	XYD	CDG	756	1004	120
4710	XYD	CDG	916	1121	125
5718	MSN	ORD	615	700	45
5720	MSN	ORD	620	707	47
5530	MSN	ORD	720	805	45
5550	MSN	ORD	920	1005	45
5548	MSN	ORD	1145	1230	45
5544	MSN	ORD	1318	1405	47
5554	MSN	ORD	1415	1502	47
5774	MSN	ORD	1620	1705	45
5772	MSN	ORD	1810	1855	45
5560	MSN	ORD	1914	2000	46
5769	MSN	DEN	910	1030	140
5539	MSN	DEN	1450	1610	140
5765	MSN	DEN	1745	1905	140
2711	MAD	PHL	1340	1615	515
9129	MLA	FRA	1305	1550	165
9275	MAO	GRU	1445	1915	210
4879	MAN	ABZ	850	955	65
4871	MAN	ABZ	1535	1640	65
4821	MAN	ORD	1105	1320	495
4860	MAN	EDI	855	950	55
9043	MAN	FRA	810	1055	105
4837	MAN	GLA	820	915	55
4877	MAN	GLA	1110	1205	55
4865	MAN	LHR	635	740	65
4867	MAN	LHR	845	1000	75
4869	MAN	LHR	1010	1115	65
4875	MAN	LHR	1250	1350	60
4887	MAN	LHR	1435	1535	60
4855	MAN	IAD	1245	1535	470
1841	MHT	CLT	640	858	138
1789	MHT	CLT	1108	1326	138
1920	MHT	CLT	1840	2058	138
247	MHT	ORD	730	900	150
1077	MHT	ORD	730	903	153
455	MHT	ORD	930	1058	148
301	MHT	ORD	1215	1347	152
379	MHT	ORD	1220	1346	146
263	MHT	ORD	1726	1856	150
723	MHT	ORD	1732	1905	153
1802	MHT	PHL	715	838	83
1838	MHT	PHL	1126	1250	84
1807	MHT	PHL	1525	1651	86
3000	MHT	PHL	1725	1852	87
2490	MHT	PIT	620	755	95
2139	MHT	PIT	1755	1928	93
7256	MHT	IAD	610	745	95
7257	MHT	IAD	1025	1155	90
7258	MHT	IAD	1429	1611	102
7262	MHT	IAD	1900	2029	89
9065	MRS	FRA	650	840	110
9075	MRS	FRA	1320	1510	110
8911	MRS	MUC	850	1025	95
4711	XRF	CDG	520	852	212
4697	XRF	CDG	609	1004	235
5034	MCK	DEN	754	757	63
5038	MCK	DEN	1136	1139	63
5016	MCK	DEN	1654	1655	61
5036	MCK	DEN	1722	1725	63
5970	MFR	DEN	550	924	154
6663	MFR	EUG	535	625	50
6637	MFR	PDX	925	1028	63
6639	MFR	PDX	1215	1314	59
6641	MFR	PDX	1435	1535	60
6643	MFR	PDX	2000	2059	59
6742	MFR	SFO	635	750	75
6509	MFR	SFO	810	945	95
6750	MFR	SFO	1025	1140	75
6743	MFR	SFO	1350	1505	75
6511	MFR	SFO	1544	1719	95
6746	MFR	SFO	1756	1911	75
9558	MEL	AKL	930	1500	210
9542	MEL	AKL	1830	2355	205
816	MEL	ORD	1125	1856	1351
816	MEL	SYD	1125	1245	80
7730	MEM	ORD	626	815	109
5726	MEM	ORD	810	1005	115
7732	MEM	ORD	1040	1230	110
5886	MEM	ORD	1500	1655	115
7734	MEM	ORD	1510	1705	115
7736	MEM	ORD	1805	2005	120
5409	MEM	DEN	855	1025	150
6846	MEM	DEN	910	1033	143
6873	MEM	DEN	1445	1606	141
6823	MEM	DEN	1730	1851	141
4721	MEX	CUN	1755	1955	120
4724	MEX	ORD	855	1255	240
4783	MEX	ORD	1110	1500	230
1012	MEX	ORD	1200	1554	234
4748	MEX	ORD	1430	1825	235
4750	MEX	ORD	2005	2355	230
4738	MEX	DEN	1545	1820	215
4786	MEX	GDL	1430	1540	70
4719	MEX	GUA	1340	1440	120
4725	MEX	GUA	2055	2150	115
4740	MEX	LAX	840	1035	235
4742	MEX	LAX	1450	1635	225
1008	MEX	LAX	1805	1949	224
4744	MEX	LAX	1815	2010	235
4746	MEX	LAX	2045	2240	235
4731	MEX	MIA	1100	1505	185
4729	MEX	MIA	1450	1900	190
4790	MEX	EWR	1800	2330	270
4794	MEX	SAT	725	925	120
4796	MEX	SAT	1415	1615	120
1010	MEX	SFO	715	940	265
4756	MEX	SFO	1810	2035	265
4775	MEX	SJO	2005	2200	175
1007	MEX	SJO	2150	2344	174
1020	MEX	IAD	1020	1528	240
702	MIA	BOS	650	1419	449
855	MIA	EZE	2345	3335	530
4762	MIA	CUN	805	840	95
4768	MIA	CUN	1630	1705	95
2199	MIA	CLT	710	909	119
2066	MIA	CLT	915	1113	118
2067	MIA	CLT	1110	1314	124
2068	MIA	CLT	1310	1511	121
2070	MIA	CLT	1710	1915	125
2099	MIA	CLT	1905	2110	125
854	MIA	ORD	700	904	184
463	MIA	ORD	1145	1400	195
1025	MIA	ORD	1148	1355	187
481	MIA	ORD	1643	1850	187
515	MIA	ORD	1650	1900	190
361	MIA	DEN	755	1005	250
1037	MIA	DEN	830	1035	245
1523	MIA	DEN	1404	1610	246
511	MIA	DEN	1420	1626	246
8848	MIA	FRA	1530	3015	525
9650	MIA	EYW	915	1005	50
9616	MIA	EYW	1030	1115	45
9645	MIA	EYW	1045	1130	45
9606	MIA	EYW	1448	1535	47
9631	MIA	EYW	1450	1535	45
9624	MIA	EYW	1727	1812	45
9649	MIA	EYW	1730	1820	50
289	MIA	LAX	720	945	325
4792	MIA	MEX	1000	1220	200
4730	MIA	MEX	1330	1550	200
4728	MIA	MEX	2010	2230	200
8507	MIA	YUL	1305	1624	199
9626	MIA	NAS	800	905	65
9662	MIA	NAS	810	915	65
9661	MIA	NAS	815	920	65
9600	MIA	NAS	905	1010	65
9642	MIA	NAS	1005	1105	60
9625	MIA	NAS	1035	1140	65
9614	MIA	NAS	1100	1205	65
9622	MIA	NAS	1145	1255	70
9603	MIA	NAS	1210	1315	65
9619	MIA	NAS	1250	1355	65
9620	MIA	NAS	1255	1400	65
9663	MIA	NAS	1505	1609	64
9659	MIA	NAS	1515	1620	65
9669	MIA	NAS	1550	1655	65
9631	MIA	NAS	1635	1740	65
9609	MIA	NAS	1645	1750	65
9615	MIA	NAS	1730	1835	65
9623	MIA	NAS	1745	1850	65
9649	MIA	NAS	1920	2025	65
503	MIA	MCO	640	736	56
221	MIA	MCO	650	744	54
9594	MIA	MCO	700	810	70
9610	MIA	MCO	905	1015	70
9641	MIA	MCO	1100	1210	70
9602	MIA	MCO	1450	1600	70
9605	MIA	MCO	1505	1615	70
9648	MIA	MCO	1625	1730	65
9650	MIA	MCO	1810	1915	65
9663	MIA	MCO	1934	2043	60
2286	MIA	PHL	615	900	165
2366	MIA	PHL	945	1228	163
2290	MIA	PHL	1150	1425	155
2230	MIA	PHL	1555	1838	163
2183	MIA	PIT	1240	1517	157
872	MIA	SFO	705	957	352
9269	MIA	GRU	2050	2935	465
873	MIA	GRU	2305	3230	505
221	MIA	SEA	650	1516	686
9621	MIA	TPA	830	935	65
9614	MIA	TPA	940	1050	70
9597	MIA	TPA	945	1055	70
9599	MIA	TPA	1020	1120	60
9612	MIA	TPA	1215	1320	65
9657	MIA	TPA	1300	1410	70
9663	MIA	TPA	1345	1455	70
9629	MIA	TPA	1432	1535	63
9626	MIA	TPA	1505	1608	63
9601	MIA	TPA	1540	1650	70
9634	MIA	TPA	1611	1720	60
9660	MIA	TPA	1734	1844	70
9630	MIA	TPA	1935	2040	65
8509	MIA	YYZ	1055	1400	185
8537	MIA	YYZ	1430	1738	180
8367	MIA	YYZ	1945	2255	190
480	MIA	IAD	840	1113	153
221	MIA	IAD	900	1131	151
702	MIA	IAD	900	1135	155
914	MIA	IAD	1255	1525	150
363	MIA	IAD	1802	2040	158
1218	MIA	IAD	1805	2040	155
9033	MXP	FRA	700	830	90
9063	MXP	FRA	935	1105	90
9081	MXP	FRA	1050	1220	90
9089	MXP	MUC	905	1015	70
5627	MKE	ORD	520	600	40
5625	MKE	ORD	625	705	40
5619	MKE	ORD	730	810	40
5615	MKE	ORD	830	910	40
5562	MKE	ORD	930	1010	40
5621	MKE	ORD	1140	1220	40
5717	MKE	ORD	1150	1230	40
5617	MKE	ORD	1310	1350	40
5611	MKE	ORD	1420	1500	40
5629	MKE	ORD	1520	1600	40
5633	MKE	ORD	1620	1700	40
5517	MKE	ORD	1720	1800	40
5631	MKE	ORD	1800	1840	40
5581	MKE	DEN	620	750	150
5573	MKE	DEN	900	1030	150
5577	MKE	DEN	1710	1840	150
8752	MKE	YYZ	940	1203	83
8754	MKE	YYZ	1820	2045	85
2730	MSP	CLT	605	927	142
1918	MSP	CLT	1010	1330	140
1833	MSP	CLT	1715	2042	147
1661	MSP	ORD	600	714	74
1540	MSP	ORD	600	715	75
1004	MSP	ORD	700	815	75
1574	MSP	ORD	700	816	76
588	MSP	ORD	800	912	72
1518	MSP	ORD	800	914	74
528	MSP	ORD	900	1010	70
466	MSP	ORD	900	1014	74
1568	MSP	ORD	1000	1114	74
308	MSP	ORD	1100	1217	77
1462	MSP	ORD	1200	1315	75
342	MSP	ORD	1200	1320	80
1096	MSP	ORD	1300	1418	78
1210	MSP	ORD	1300	1421	81
336	MSP	ORD	1400	1518	78
1056	MSP	ORD	1400	1519	79
1478	MSP	ORD	1500	1618	78
334	MSP	ORD	1500	1619	79
1480	MSP	ORD	1600	1720	80
1246	MSP	ORD	1700	1820	80
940	MSP	ORD	1800	1920	80
376	MSP	ORD	1900	2025	85
427	MSP	DEN	610	707	117
347	MSP	DEN	615	712	117
411	MSP	DEN	645	747	122
349	MSP	DEN	709	815	126
1461	MSP	DEN	714	820	126
421	MSP	DEN	825	934	120
361	MSP	DEN	915	1022	127
415	MSP	DEN	920	1028	120
1595	MSP	DEN	1230	1332	122
1093	MSP	DEN	1235	1341	126
1555	MSP	DEN	1510	1615	125
1137	MSP	DEN	1510	1619	120
467	MSP	DEN	1810	1913	123
739	MSP	DEN	1810	1917	127
433	MSP	DEN	1906	2020	134
1056	MSP	MIA	1400	2129	389
1814	MSP	PHL	835	1210	155
1861	MSP	PHL	1105	1439	154
1934	MSP	PHL	1500	1834	154
8368	MSP	YYZ	1050	1349	119
8388	MSP	YYZ	1710	2009	119
8396	MSP	YYZ	1950	2249	119
5636	MSO	DEN	650	850	120
5644	MSO	DEN	720	910	110
6895	MSO	DEN	1540	1726	106
5178	CNY	DEN	1313	1430	77
5122	CNY	DEN	1848	2005	77
6516	MOD	SFO	518	550	32
6519	MOD	SFO	935	1010	35
6521	MOD	SFO	1430	1502	32
6523	MOD	SFO	1648	1720	32
5442	MLI	ORD	725	814	49
7650	MLI	ORD	725	820	55
5448	MLI	ORD	920	1009	49
7670	MLI	ORD	1130	1229	59
7662	MLI	ORD	1400	1456	56
7663	MLI	ORD	1610	1705	55
7669	MLI	ORD	1810	1905	55
6765	MLI	DEN	650	800	130
5601	MLI	DEN	655	815	140
1994	MBJ	CLT	1305	1655	170
1944	MBJ	CLT	1310	1704	174
1998	MBJ	PHL	1555	2026	211
1996	MBJ	PIT	1140	1606	206
6064	MRY	LAX	615	737	82
6468	MRY	LAX	630	754	84
6469	MRY	LAX	837	959	82
6471	MRY	LAX	1025	1150	85
6065	MRY	LAX	1035	1200	85
6908	MRY	LAX	1045	1150	65
6473	MRY	LAX	1338	1500	82
6479	MRY	LAX	1538	1700	82
6486	MRY	LAX	1735	1857	82
6076	MRY	LAX	1955	2117	82
6527	MRY	SFO	610	649	39
6704	MRY	SFO	710	740	30
6531	MRY	SFO	914	950	36
6533	MRY	SFO	1105	1135	30
6710	MRY	SFO	1210	1240	30
6539	MRY	SFO	1405	1437	32
6537	MRY	SFO	1648	1720	32
6540	MRY	SFO	1843	1915	32
4755	MTY	ORD	955	1300	185
846	MVD	EZE	1855	1945	50
854	MVD	ORD	1855	3304	960
846	MVD	LGA	1855	3359	964
4700	XPJ	CDG	718	1121	243
8416	YUL	BOS	615	729	74
8358	YUL	BOS	855	1013	78
8360	YUL	BOS	1320	1431	71
8418	YUL	BOS	1500	1617	77
8644	YUL	BOS	1730	1844	74
8362	YUL	BOS	1855	2013	78
7643	YUL	ORD	600	719	139
8371	YUL	ORD	740	855	135
8649	YUL	ORD	945	1100	135
7645	YUL	ORD	1225	1346	141
8481	YUL	ORD	1445	1600	135
8405	YUL	ORD	1740	1855	135
7647	YUL	ORD	1918	2035	137
8347	YUL	LAX	850	1139	349
8570	YUL	MIA	850	1213	203
8372	YUL	LGA	645	804	79
8374	YUL	LGA	900	1014	74
8376	YUL	LGA	1315	1428	73
8378	YUL	LGA	1500	1615	75
8382	YUL	LGA	1730	1847	77
8400	YUL	LGA	1930	2044	74
8632	YUL	EWR	625	745	80
8546	YUL	EWR	1045	1205	80
8634	YUL	EWR	1320	1440	80
8306	YUL	EWR	1920	2040	80
8482	YUL	PHL	855	1025	90
8484	YUL	PHL	1855	2025	90
8440	YUL	IAD	610	751	101
8340	YUL	IAD	940	1121	101
7225	YUL	IAD	945	1135	110
8444	YUL	IAD	1320	1501	101
7227	YUL	IAD	1435	1610	95
7229	YUL	IAD	1855	2030	95
8364	YUL	DCA	850	1028	98
8366	YUL	DCA	1910	2048	98
6341	MTJ	DEN	645	746	61
6337	MTJ	DEN	820	921	61
6336	MTJ	DEN	945	1047	62
6338	MTJ	DEN	1235	1336	61
6340	MTJ	DEN	1615	1717	62
4778	MLM	ORD	310	700	230
